"@P0 FFMA32I.INVALIDFMZ3 R0.CC, -R0, 0, -R0",0x0f70000000000000
"@P0 FFMA32I.SAT R0, -R0, 0, -R0",0x0f80000000000000
"@P0 FFMA32I.SAT R0.CC, -R0, 0, -R0",0x0f90000000000000
"@P0 FFMA32I.FTZ.SAT R0, -R0, 0, -R0",0x0fa0000000000000
"@P0 FFMA32I.FTZ.SAT R0.CC, -R0, 0, -R0",0x0fb0000000000000
"@P0 FFMA32I.FMZ.SAT R0, -R0, 0, -R0",0x0fc0000000000000
"@P0 FFMA32I.FMZ.SAT R0.CC, -R0, 0, -R0",0x0fd0000000000000
"@P0 FFMA32I.INVALIDFMZ3.SAT R0, -R0, 0, -R0",0x0fe0000000000000
"@P0 FFMA32I.INVALIDFMZ3.SAT R0.CC, -R0, 0, -R0",0x0ff0000000000000
"@P0 IMAD32I.U32.U32 R0, R0, 0x0, R0",0x1000000000000000
"@P0 IMAD32I.U32.U32 R0.CC, R0, 0x0, R0",0x1010000000000000
"@P0 IMAD32I.U32.U32.HI R0, R0, 0x0, R0",0x1020000000000000
"@P0 IMAD32I.U32.U32.HI R0.CC, R0, 0x0, R0",0x1030000000000000
"@P0 IMAD32I.S32.U32 R0, R0, 0x0, R0",0x1040000000000000
"@P0 IMAD32I.S32.U32 R0.CC, R0, 0x0, R0",0x1050000000000000
"@P0 IMAD32I.S32.U32.HI R0, R0, 0x0, R0",0x1060000000000000
"@P0 IMAD32I.S32.U32.HI R0.CC, R0, 0x0, R0",0x1070000000000000
"@P0 IMAD32I.U32.U32 R0, R0, 0x0, -R0",0x1080000000000000
"@P0 IMAD32I.U32.U32 R0.CC, R0, 0x0, -R0",0x1090000000000000
"@P0 IMAD32I.U32.U32.HI R0, R0, 0x0, -R0",0x10a0000000000000
"@P0 IMAD32I.U32.U32.HI R0.CC, R0, 0x0, -R0",0x10b0000000000000
"@P0 IMAD32I.S32.U32 R0, R0, 0x0, -R0",0x10c0000000000000
"@P0 IMAD32I.S32.U32 R0.CC, R0, 0x0, -R0",0x10d0000000000000
"@P0 IMAD32I.S32.U32.HI R0, R0, 0x0, -R0",0x10e0000000000000
"@P0 IMAD32I.S32.U32.HI R0.CC, R0, 0x0, -R0",0x10f0000000000000
"@P0 IMAD32I.U32.U32 R0, -R0, 0x0, R0",0x1100000000000000
"@P0 IMAD32I.U32.U32 R0.CC, -R0, 0x0, R0",0x1110000000000000
"@P0 IMAD32I.U32.U32.HI R0, -R0, 0x0, R0",0x1120000000000000
"@P0 IMAD32I.U32.U32.HI R0.CC, -R0, 0x0, R0",0x1130000000000000
"@P0 IMAD32I.S32.U32 R0, -R0, 0x0, R0",0x1140000000000000
"@P0 IMAD32I.S32.U32 R0.CC, -R0, 0x0, R0",0x1150000000000000
"@P0 IMAD32I.S32.U32.HI R0, -R0, 0x0, R0",0x1160000000000000
"@P0 IMAD32I.S32.U32.HI R0.CC, -R0, 0x0, R0",0x1170000000000000
"@P0 IMAD32I.U32.U32.PO R0, R0, 0x0, R0",0x1180000000000000
"@P0 IMAD32I.U32.U32.PO R0.CC, R0, 0x0, R0",0x1190000000000000
"@P0 IMAD32I.U32.U32.HI.PO R0, R0, 0x0, R0",0x11a0000000000000
"@P0 IMAD32I.U32.U32.HI.PO R0.CC, R0, 0x0, R0",0x11b0000000000000
"@P0 IMAD32I.S32.U32.PO R0, R0, 0x0, R0",0x11c0000000000000
"@P0 IMAD32I.S32.U32.PO R0.CC, R0, 0x0, R0",0x11d0000000000000
"@P0 IMAD32I.S32.U32.HI.PO R0, R0, 0x0, R0",0x11e0000000000000
"@P0 IMAD32I.S32.U32.HI.PO R0.CC, R0, 0x0, R0",0x11f0000000000000
"@P0 IMAD32I.U32.S32 R0, R0, 0x0, R0",0x1200000000000000
"@P0 IMAD32I.U32.S32 R0.CC, R0, 0x0, R0",0x1210000000000000
"@P0 IMAD32I.U32.S32.HI R0, R0, 0x0, R0",0x1220000000000000
"@P0 IMAD32I.U32.S32.HI R0.CC, R0, 0x0, R0",0x1230000000000000
"@P0 IMAD32I R0, R0, 0x0, R0",0x1240000000000000
"@P0 IMAD32I R0.CC, R0, 0x0, R0",0x1250000000000000
"@P0 IMAD32I.HI R0, R0, 0x0, R0",0x1260000000000000
"@P0 IMAD32I.HI R0.CC, R0, 0x0, R0",0x1270000000000000
"@P0 IMAD32I.U32.S32 R0, R0, 0x0, -R0",0x1280000000000000
"@P0 IMAD32I.U32.S32 R0.CC, R0, 0x0, -R0",0x1290000000000000
"@P0 IMAD32I.U32.S32.HI R0, R0, 0x0, -R0",0x12a0000000000000
"@P0 IMAD32I.U32.S32.HI R0.CC, R0, 0x0, -R0",0x12b0000000000000
"@P0 IMAD32I R0, R0, 0x0, -R0",0x12c0000000000000
"@P0 IMAD32I R0.CC, R0, 0x0, -R0",0x12d0000000000000
"@P0 IMAD32I.HI R0, R0, 0x0, -R0",0x12e0000000000000
"@P0 IMAD32I.HI R0.CC, R0, 0x0, -R0",0x12f0000000000000
"@P0 IMAD32I.U32.S32 R0, -R0, 0x0, R0",0x1300000000000000
"@P0 IMAD32I.U32.S32 R0.CC, -R0, 0x0, R0",0x1310000000000000
"@P0 IMAD32I.U32.S32.HI R0, -R0, 0x0, R0",0x1320000000000000
"@P0 IMAD32I.U32.S32.HI R0.CC, -R0, 0x0, R0",0x1330000000000000
"@P0 IMAD32I R0, -R0, 0x0, R0",0x1340000000000000
"@P0 IMAD32I R0.CC, -R0, 0x0, R0",0x1350000000000000
"@P0 IMAD32I.HI R0, -R0, 0x0, R0",0x1360000000000000
"@P0 IMAD32I.HI R0.CC, -R0, 0x0, R0",0x1370000000000000
